'Time and date','ECG '
'[05:05:17.060 01/05/2000]',0.119
'[05:05:17.063 01/05/2000]',0.130
'[05:05:17.067 01/05/2000]',0.140
'[05:05:17.070 01/05/2000]',0.148
'[05:05:17.073 01/05/2000]',0.154
'[05:05:17.077 01/05/2000]',0.160
'[05:05:17.080 01/05/2000]',0.166
'[05:05:17.083 01/05/2000]',0.171
'[05:05:17.087 01/05/2000]',0.177
'[05:05:17.090 01/05/2000]',0.181
'[05:05:17.093 01/05/2000]',0.187
'[05:05:17.097 01/05/2000]',0.193
'[05:05:17.100 01/05/2000]',0.203
'[05:05:17.103 01/05/2000]',0.217
'[05:05:17.107 01/05/2000]',0.226
'[05:05:17.110 01/05/2000]',0.232
'[05:05:17.113 01/05/2000]',0.236
'[05:05:17.117 01/05/2000]',0.239
'[05:05:17.120 01/05/2000]',0.242
'[05:05:17.123 01/05/2000]',0.244
'[05:05:17.127 01/05/2000]',0.244
'[05:05:17.130 01/05/2000]',0.241
'[05:05:17.133 01/05/2000]',0.233
'[05:05:17.137 01/05/2000]',0.224
'[05:05:17.140 01/05/2000]',0.211
'[05:05:17.143 01/05/2000]',0.192
'[05:05:17.147 01/05/2000]',0.176
'[05:05:17.150 01/05/2000]',0.162
'[05:05:17.153 01/05/2000]',0.151
'[05:05:17.157 01/05/2000]',0.139
'[05:05:17.160 01/05/2000]',0.126
'[05:05:17.163 01/05/2000]',0.119
'[05:05:17.167 01/05/2000]',0.114
'[05:05:17.170 01/05/2000]',0.110
'[05:05:17.173 01/05/2000]',0.107
'[05:05:17.177 01/05/2000]',0.105
'[05:05:17.180 01/05/2000]',0.103
'[05:05:17.183 01/05/2000]',0.102
'[05:05:17.187 01/05/2000]',0.101
'[05:05:17.190 01/05/2000]',0.101
'[05:05:17.193 01/05/2000]',0.101
'[05:05:17.197 01/05/2000]',0.102
'[05:05:17.200 01/05/2000]',0.104
'[05:05:17.203 01/05/2000]',0.105
'[05:05:17.207 01/05/2000]',0.106
'[05:05:17.210 01/05/2000]',0.108
'[05:05:17.213 01/05/2000]',0.110
'[05:05:17.217 01/05/2000]',0.111
'[05:05:17.220 01/05/2000]',0.112
'[05:05:17.223 01/05/2000]',0.112
'[05:05:17.227 01/05/2000]',0.113
'[05:05:17.230 01/05/2000]',0.113
'[05:05:17.233 01/05/2000]',0.115
'[05:05:17.237 01/05/2000]',0.117
'[05:05:17.240 01/05/2000]',0.117
'[05:05:17.243 01/05/2000]',0.115
'[05:05:17.247 01/05/2000]',0.109
'[05:05:17.250 01/05/2000]',0.104
'[05:05:17.253 01/05/2000]',0.101
'[05:05:17.257 01/05/2000]',0.099
'[05:05:17.260 01/05/2000]',0.097
'[05:05:17.263 01/05/2000]',0.094
'[05:05:17.267 01/05/2000]',0.092
'[05:05:17.270 01/05/2000]',0.091
'[05:05:17.273 01/05/2000]',0.090
'[05:05:17.277 01/05/2000]',0.089
'[05:05:17.280 01/05/2000]',0.088
'[05:05:17.283 01/05/2000]',0.088
'[05:05:17.287 01/05/2000]',0.088
'[05:05:17.290 01/05/2000]',0.090
'[05:05:17.293 01/05/2000]',0.096
'[05:05:17.297 01/05/2000]',0.099
'[05:05:17.300 01/05/2000]',0.101
'[05:05:17.303 01/05/2000]',0.103
'[05:05:17.307 01/05/2000]',0.104
'[05:05:17.310 01/05/2000]',0.105
'[05:05:17.313 01/05/2000]',0.107
'[05:05:17.317 01/05/2000]',0.109
'[05:05:17.320 01/05/2000]',0.110
'[05:05:17.323 01/05/2000]',0.111
'[05:05:17.327 01/05/2000]',0.111
'[05:05:17.330 01/05/2000]',0.111
'[05:05:17.333 01/05/2000]',0.111
'[05:05:17.337 01/05/2000]',0.111
'[05:05:17.340 01/05/2000]',0.111
'[05:05:17.343 01/05/2000]',0.110
'[05:05:17.347 01/05/2000]',0.109
'[05:05:17.350 01/05/2000]',0.106
'[05:05:17.353 01/05/2000]',0.102
'[05:05:17.357 01/05/2000]',0.097
'[05:05:17.360 01/05/2000]',0.092
'[05:05:17.363 01/05/2000]',0.087
'[05:05:17.367 01/05/2000]',0.082
'[05:05:17.370 01/05/2000]',0.079
'[05:05:17.373 01/05/2000]',0.076
'[05:05:17.377 01/05/2000]',0.074
'[05:05:17.380 01/05/2000]',0.073
'[05:05:17.383 01/05/2000]',0.073
'[05:05:17.387 01/05/2000]',0.076
'[05:05:17.390 01/05/2000]',0.079
'[05:05:17.393 01/05/2000]',0.084
'[05:05:17.397 01/05/2000]',0.089
'[05:05:17.400 01/05/2000]',0.094
'[05:05:17.403 01/05/2000]',0.100
'[05:05:17.407 01/05/2000]',0.112
'[05:05:17.410 01/05/2000]',0.126
'[05:05:17.413 01/05/2000]',0.142
'[05:05:17.417 01/05/2000]',0.153
'[05:05:17.420 01/05/2000]',0.162
'[05:05:17.423 01/05/2000]',0.169
'[05:05:17.427 01/05/2000]',0.174
'[05:05:17.430 01/05/2000]',0.175
'[05:05:17.433 01/05/2000]',0.173
'[05:05:17.437 01/05/2000]',0.170
'[05:05:17.440 01/05/2000]',0.165
'[05:05:17.443 01/05/2000]',0.159
'[05:05:17.447 01/05/2000]',0.151
'[05:05:17.450 01/05/2000]',0.141
'[05:05:17.453 01/05/2000]',0.130
'[05:05:17.457 01/05/2000]',0.113
'[05:05:17.460 01/05/2000]',0.098
'[05:05:17.463 01/05/2000]',0.088
'[05:05:17.467 01/05/2000]',0.081
'[05:05:17.470 01/05/2000]',0.077
'[05:05:17.473 01/05/2000]',0.073
'[05:05:17.477 01/05/2000]',0.071
'[05:05:17.480 01/05/2000]',0.069
'[05:05:17.483 01/05/2000]',0.067
'[05:05:17.487 01/05/2000]',0.067
'[05:05:17.490 01/05/2000]',0.069
'[05:05:17.493 01/05/2000]',0.071
'[05:05:17.497 01/05/2000]',0.073
'[05:05:17.500 01/05/2000]',0.075
'[05:05:17.503 01/05/2000]',0.077
'[05:05:17.507 01/05/2000]',0.079
'[05:05:17.510 01/05/2000]',0.083
'[05:05:17.513 01/05/2000]',0.087
'[05:05:17.517 01/05/2000]',0.093
'[05:05:17.520 01/05/2000]',0.099
'[05:05:17.523 01/05/2000]',0.104
'[05:05:17.527 01/05/2000]',0.107
'[05:05:17.530 01/05/2000]',0.108
'[05:05:17.533 01/05/2000]',0.108
'[05:05:17.537 01/05/2000]',0.107
'[05:05:17.540 01/05/2000]',0.106
'[05:05:17.543 01/05/2000]',0.104
'[05:05:17.547 01/05/2000]',0.099
'[05:05:17.550 01/05/2000]',0.093
'[05:05:17.553 01/05/2000]',0.085
'[05:05:17.557 01/05/2000]',0.077
'[05:05:17.560 01/05/2000]',0.069
'[05:05:17.563 01/05/2000]',0.061
'[05:05:17.567 01/05/2000]',0.054
'[05:05:17.570 01/05/2000]',0.048
'[05:05:17.573 01/05/2000]',0.043
'[05:05:17.577 01/05/2000]',0.040
'[05:05:17.580 01/05/2000]',0.037
'[05:05:17.583 01/05/2000]',0.034
'[05:05:17.587 01/05/2000]',0.033
'[05:05:17.590 01/05/2000]',0.032
'[05:05:17.593 01/05/2000]',0.034
'[05:05:17.597 01/05/2000]',0.036
'[05:05:17.600 01/05/2000]',0.039
'[05:05:17.603 01/05/2000]',0.040
'[05:05:17.607 01/05/2000]',0.041
'[05:05:17.610 01/05/2000]',0.042
'[05:05:17.613 01/05/2000]',0.045
'[05:05:17.617 01/05/2000]',0.050
'[05:05:17.620 01/05/2000]',0.061
'[05:05:17.623 01/05/2000]',0.083
'[05:05:17.627 01/05/2000]',0.116
'[05:05:17.630 01/05/2000]',0.166
'[05:05:17.633 01/05/2000]',0.238
'[05:05:17.637 01/05/2000]',0.334
'[05:05:17.640 01/05/2000]',0.452
'[05:05:17.643 01/05/2000]',0.584
'[05:05:17.647 01/05/2000]',0.716
'[05:05:17.650 01/05/2000]',0.834
'[05:05:17.653 01/05/2000]',0.906
'[05:05:17.657 01/05/2000]',0.930
'[05:05:17.660 01/05/2000]',0.903
'[05:05:17.663 01/05/2000]',0.819
'[05:05:17.667 01/05/2000]',0.659
'[05:05:17.670 01/05/2000]',0.466
'[05:05:17.673 01/05/2000]',0.274
'[05:05:17.677 01/05/2000]',0.109
'[05:05:17.680 01/05/2000]',-0.008
'[05:05:17.683 01/05/2000]',-0.056
'[05:05:17.687 01/05/2000]',-0.074
'[05:05:17.690 01/05/2000]',-0.075
'[05:05:17.693 01/05/2000]',-0.069
'[05:05:17.697 01/05/2000]',-0.063
'[05:05:17.700 01/05/2000]',-0.058
'[05:05:17.703 01/05/2000]',-0.061
'[05:05:17.707 01/05/2000]',-0.078
'[05:05:17.710 01/05/2000]',-0.089
'[05:05:17.713 01/05/2000]',-0.098
'[05:05:17.717 01/05/2000]',-0.105
'[05:05:17.720 01/05/2000]',-0.103
'[05:05:17.723 01/05/2000]',-0.093
'[05:05:17.727 01/05/2000]',-0.081
'[05:05:17.730 01/05/2000]',-0.075
'[05:05:17.733 01/05/2000]',-0.070
'[05:05:17.737 01/05/2000]',-0.066
'[05:05:17.740 01/05/2000]',-0.061
'[05:05:17.743 01/05/2000]',-0.056
'[05:05:17.747 01/05/2000]',-0.052
'[05:05:17.750 01/05/2000]',-0.050
'[05:05:17.753 01/05/2000]',-0.051
'[05:05:17.757 01/05/2000]',-0.055
'[05:05:17.760 01/05/2000]',-0.059
'[05:05:17.763 01/05/2000]',-0.062
'[05:05:17.767 01/05/2000]',-0.061
'[05:05:17.770 01/05/2000]',-0.059
'[05:05:17.773 01/05/2000]',-0.056
'[05:05:17.777 01/05/2000]',-0.051
'[05:05:17.780 01/05/2000]',-0.047
'[05:05:17.783 01/05/2000]',-0.044
'[05:05:17.787 01/05/2000]',-0.044
'[05:05:17.790 01/05/2000]',-0.044
'[05:05:17.793 01/05/2000]',-0.044
'[05:05:17.797 01/05/2000]',-0.042
'[05:05:17.800 01/05/2000]',-0.038
'[05:05:17.803 01/05/2000]',-0.033
'[05:05:17.807 01/05/2000]',-0.028
'[05:05:17.810 01/05/2000]',-0.024
'[05:05:17.813 01/05/2000]',-0.022
'[05:05:17.817 01/05/2000]',-0.020
'[05:05:17.820 01/05/2000]',-0.017
'[05:05:17.823 01/05/2000]',-0.012
'[05:05:17.827 01/05/2000]',-0.005
'[05:05:17.830 01/05/2000]',0.002
'[05:05:17.833 01/05/2000]',0.014
'[05:05:17.837 01/05/2000]',0.027
'[05:05:17.840 01/05/2000]',0.038
'[05:05:17.843 01/05/2000]',0.050
'[05:05:17.847 01/05/2000]',0.062
'[05:05:17.850 01/05/2000]',0.072
'[05:05:17.853 01/05/2000]',0.082
'[05:05:17.857 01/05/2000]',0.091
'[05:05:17.860 01/05/2000]',0.097
'[05:05:17.863 01/05/2000]',0.098
'[05:05:17.867 01/05/2000]',0.097
'[05:05:17.870 01/05/2000]',0.097
'[05:05:17.873 01/05/2000]',0.097
'[05:05:17.877 01/05/2000]',0.097
'[05:05:17.880 01/05/2000]',0.099
'[05:05:17.883 01/05/2000]',0.099
'[05:05:17.887 01/05/2000]',0.098
'[05:05:17.890 01/05/2000]',0.096
'[05:05:17.893 01/05/2000]',0.093
'[05:05:17.897 01/05/2000]',0.090
'[05:05:17.900 01/05/2000]',0.085
'[05:05:17.903 01/05/2000]',0.078
'[05:05:17.907 01/05/2000]',0.070
'[05:05:17.910 01/05/2000]',0.061
'[05:05:17.913 01/05/2000]',0.051
'[05:05:17.917 01/05/2000]',0.042
'[05:05:17.920 01/05/2000]',0.036
'[05:05:17.923 01/05/2000]',0.031
'[05:05:17.927 01/05/2000]',0.027
'[05:05:17.930 01/05/2000]',0.022
'[05:05:17.933 01/05/2000]',0.017
'[05:05:17.937 01/05/2000]',0.011
'[05:05:17.940 01/05/2000]',0.003
'[05:05:17.943 01/05/2000]',-0.004
'[05:05:17.947 01/05/2000]',-0.011
'[05:05:17.950 01/05/2000]',-0.016
'[05:05:17.953 01/05/2000]',-0.020
'[05:05:17.957 01/05/2000]',-0.025
'[05:05:17.960 01/05/2000]',-0.030
'[05:05:17.963 01/05/2000]',-0.035
'[05:05:17.967 01/05/2000]',-0.039
'[05:05:17.970 01/05/2000]',-0.038
'[05:05:17.973 01/05/2000]',-0.034
'[05:05:17.977 01/05/2000]',-0.028
'[05:05:17.980 01/05/2000]',-0.020
'[05:05:17.983 01/05/2000]',-0.014
'[05:05:17.987 01/05/2000]',-0.008
'[05:05:17.990 01/05/2000]',-0.003
'[05:05:17.993 01/05/2000]',0.000
'[05:05:17.997 01/05/2000]',0.002
'[05:05:18.000 01/05/2000]',0.005
'[05:05:18.003 01/05/2000]',0.009
'[05:05:18.007 01/05/2000]',0.012
'[05:05:18.010 01/05/2000]',0.013
'[05:05:18.013 01/05/2000]',0.013
'[05:05:18.017 01/05/2000]',0.011
'[05:05:18.020 01/05/2000]',0.008
'[05:05:18.023 01/05/2000]',0.006
'[05:05:18.027 01/05/2000]',0.003
'[05:05:18.030 01/05/2000]',0.000
'[05:05:18.033 01/05/2000]',-0.001
'[05:05:18.037 01/05/2000]',-0.003
'[05:05:18.040 01/05/2000]',-0.005
'[05:05:18.043 01/05/2000]',-0.006
'[05:05:18.047 01/05/2000]',-0.006
'[05:05:18.050 01/05/2000]',-0.006
'[05:05:18.053 01/05/2000]',-0.005
'[05:05:18.057 01/05/2000]',-0.003
'[05:05:18.060 01/05/2000]',-0.002
'[05:05:18.063 01/05/2000]',-0.001
'[05:05:18.067 01/05/2000]',-0.001
'[05:05:18.070 01/05/2000]',0.000
'[05:05:18.073 01/05/2000]',0.002
'[05:05:18.077 01/05/2000]',0.005
'[05:05:18.080 01/05/2000]',0.007
'[05:05:18.083 01/05/2000]',-0.001
'[05:05:18.087 01/05/2000]',0.000
'[05:05:18.090 01/05/2000]',0.000
'[05:05:18.093 01/05/2000]',0.001
'[05:05:18.097 01/05/2000]',0.001
'[05:05:18.100 01/05/2000]',0.001
'[05:05:18.103 01/05/2000]',0.001
'[05:05:18.107 01/05/2000]',0.001
'[05:05:18.110 01/05/2000]',0.002
'[05:05:18.113 01/05/2000]',0.002
'[05:05:18.117 01/05/2000]',0.003
'[05:05:18.120 01/05/2000]',0.003
'[05:05:18.123 01/05/2000]',0.003
'[05:05:18.127 01/05/2000]',0.003
'[05:05:18.130 01/05/2000]',0.003
'[05:05:18.133 01/05/2000]',0.004
'[05:05:18.137 01/05/2000]',0.004
'[05:05:18.140 01/05/2000]',0.003
'[05:05:18.143 01/05/2000]',0.002
'[05:05:18.147 01/05/2000]',0.001
'[05:05:18.150 01/05/2000]',0.000
'[05:05:18.153 01/05/2000]',0.000
'[05:05:18.157 01/05/2000]',0.001
'[05:05:18.160 01/05/2000]',0.001
'[05:05:18.163 01/05/2000]',0.001
'[05:05:18.167 01/05/2000]',0.000
'[05:05:18.170 01/05/2000]',0.000
'[05:05:18.173 01/05/2000]',0.000
'[05:05:18.177 01/05/2000]',0.001
'[05:05:18.180 01/05/2000]',0.001
'[05:05:18.183 01/05/2000]',0.001
'[05:05:18.187 01/05/2000]',0.000
'[05:05:18.190 01/05/2000]',0.000
'[05:05:18.193 01/05/2000]',-0.001
'[05:05:18.197 01/05/2000]',-0.002
'[05:05:18.200 01/05/2000]',-0.003
'[05:05:18.203 01/05/2000]',-0.004
'[05:05:18.207 01/05/2000]',-0.006
'[05:05:18.210 01/05/2000]',-0.008
'[05:05:18.213 01/05/2000]',-0.009
'[05:05:18.217 01/05/2000]',-0.009
'[05:05:18.220 01/05/2000]',-0.009
'[05:05:18.223 01/05/2000]',-0.010
'[05:05:18.227 01/05/2000]',-0.009
'[05:05:18.230 01/05/2000]',-0.009
'[05:05:18.233 01/05/2000]',-0.007
'[05:05:18.237 01/05/2000]',-0.005
'[05:05:18.240 01/05/2000]',-0.003
'[05:05:18.243 01/05/2000]',-0.001
'[05:05:18.247 01/05/2000]',0.000
'[05:05:18.250 01/05/2000]',0.001
'[05:05:18.253 01/05/2000]',0.002
'[05:05:18.257 01/05/2000]',0.003
'[05:05:18.260 01/05/2000]',0.003
'[05:05:18.263 01/05/2000]',0.004
'[05:05:18.267 01/05/2000]',0.004
'[05:05:18.270 01/05/2000]',0.005
'[05:05:18.273 01/05/2000]',0.006
'[05:05:18.277 01/05/2000]',0.007
'[05:05:18.280 01/05/2000]',0.010
'[05:05:18.283 01/05/2000]',0.012
'[05:05:18.287 01/05/2000]',0.015
'[05:05:18.290 01/05/2000]',0.018
'[05:05:18.293 01/05/2000]',0.022
'[05:05:18.297 01/05/2000]',0.025
'[05:05:18.300 01/05/2000]',0.029
'[05:05:18.303 01/05/2000]',0.031
'[05:05:18.307 01/05/2000]',0.033
'[05:05:18.310 01/05/2000]',0.035
'[05:05:18.313 01/05/2000]',0.036
'[05:05:18.317 01/05/2000]',0.038
'[05:05:18.320 01/05/2000]',0.040
'[05:05:18.323 01/05/2000]',0.043
'[05:05:18.327 01/05/2000]',0.046
'[05:05:18.330 01/05/2000]',0.049
'[05:05:18.333 01/05/2000]',0.053
'[05:05:18.337 01/05/2000]',0.058
'[05:05:18.340 01/05/2000]',0.063
'[05:05:18.343 01/05/2000]',0.067
'[05:05:18.347 01/05/2000]',0.069
'[05:05:18.350 01/05/2000]',0.068
'[05:05:18.353 01/05/2000]',0.064
'[05:05:18.357 01/05/2000]',0.058
'[05:05:18.360 01/05/2000]',0.052
'[05:05:18.363 01/05/2000]',0.046
'[05:05:18.367 01/05/2000]',0.042
'[05:05:18.370 01/05/2000]',0.037
'[05:05:18.373 01/05/2000]',0.031
'[05:05:18.377 01/05/2000]',0.025
'[05:05:18.380 01/05/2000]',0.020
'[05:05:18.383 01/05/2000]',0.015
'[05:05:18.387 01/05/2000]',0.011
'[05:05:18.390 01/05/2000]',0.008
'[05:05:18.393 01/05/2000]',0.004
'[05:05:18.397 01/05/2000]',0.001
'[05:05:18.400 01/05/2000]',-0.003
'[05:05:18.403 01/05/2000]',-0.010
'[05:05:18.407 01/05/2000]',-0.020
'[05:05:18.410 01/05/2000]',-0.026
'[05:05:18.413 01/05/2000]',-0.030
'[05:05:18.417 01/05/2000]',-0.033
'[05:05:18.420 01/05/2000]',-0.037
'[05:05:18.423 01/05/2000]',-0.039
'[05:05:18.427 01/05/2000]',-0.035
'[05:05:18.430 01/05/2000]',-0.023
'[05:05:18.433 01/05/2000]',0.007
'[05:05:18.437 01/05/2000]',0.049
'[05:05:18.440 01/05/2000]',0.107
'[05:05:18.443 01/05/2000]',0.182
'[05:05:18.447 01/05/2000]',0.272
'[05:05:18.450 01/05/2000]',0.378
'[05:05:18.453 01/05/2000]',0.497
'[05:05:18.457 01/05/2000]',0.623
'[05:05:18.460 01/05/2000]',0.744
'[05:05:18.463 01/05/2000]',0.843
'[05:05:18.467 01/05/2000]',0.881
'[05:05:18.470 01/05/2000]',0.872
'[05:05:18.473 01/05/2000]',0.793
'[05:05:18.477 01/05/2000]',0.644
'[05:05:18.480 01/05/2000]',0.457
'[05:05:18.483 01/05/2000]',0.263
'[05:05:18.487 01/05/2000]',0.097
'[05:05:18.490 01/05/2000]',-0.018
'[05:05:18.493 01/05/2000]',-0.073
'[05:05:18.497 01/05/2000]',-0.090
'[05:05:18.500 01/05/2000]',-0.099
'[05:05:18.503 01/05/2000]',-0.104
'[05:05:18.507 01/05/2000]',-0.108
'[05:05:18.510 01/05/2000]',-0.112
'[05:05:18.513 01/05/2000]',-0.115
'[05:05:18.517 01/05/2000]',-0.118
'[05:05:18.520 01/05/2000]',-0.120
'[05:05:18.523 01/05/2000]',-0.122
'[05:05:18.527 01/05/2000]',-0.124
'[05:05:18.530 01/05/2000]',-0.125
'[05:05:18.533 01/05/2000]',-0.126
'[05:05:18.537 01/05/2000]',-0.127
'[05:05:18.540 01/05/2000]',-0.127
'[05:05:18.543 01/05/2000]',-0.129
'[05:05:18.547 01/05/2000]',-0.130
'[05:05:18.550 01/05/2000]',-0.130
'[05:05:18.553 01/05/2000]',-0.131
'[05:05:18.557 01/05/2000]',-0.134
'[05:05:18.560 01/05/2000]',-0.136
'[05:05:18.563 01/05/2000]',-0.135
'[05:05:18.567 01/05/2000]',-0.126
'[05:05:18.570 01/05/2000]',-0.115
'[05:05:18.573 01/05/2000]',-0.108
'[05:05:18.577 01/05/2000]',-0.102
'[05:05:18.580 01/05/2000]',-0.096
'[05:05:18.583 01/05/2000]',-0.092
'[05:05:18.587 01/05/2000]',-0.088
'[05:05:18.590 01/05/2000]',-0.085
'[05:05:18.593 01/05/2000]',-0.083
'[05:05:18.597 01/05/2000]',-0.081
'[05:05:18.600 01/05/2000]',-0.079
'[05:05:18.603 01/05/2000]',-0.078
'[05:05:18.607 01/05/2000]',-0.076
'[05:05:18.610 01/05/2000]',-0.075
'[05:05:18.613 01/05/2000]',-0.073
'[05:05:18.617 01/05/2000]',-0.072
'[05:05:18.620 01/05/2000]',-0.070
'[05:05:18.623 01/05/2000]',-0.068
'[05:05:18.627 01/05/2000]',-0.065
'[05:05:18.630 01/05/2000]',-0.062
'[05:05:18.633 01/05/2000]',-0.057
'[05:05:18.637 01/05/2000]',-0.052
'[05:05:18.640 01/05/2000]',-0.044
'[05:05:18.643 01/05/2000]',-0.032
'[05:05:18.647 01/05/2000]',-0.020
'[05:05:18.650 01/05/2000]',-0.006
'[05:05:18.653 01/05/2000]',0.006
'[05:05:18.657 01/05/2000]',0.020
'[05:05:18.660 01/05/2000]',0.031
'[05:05:18.663 01/05/2000]',0.042
'[05:05:18.667 01/05/2000]',0.053
'[05:05:18.670 01/05/2000]',0.064
'[05:05:18.673 01/05/2000]',0.071
'[05:05:18.677 01/05/2000]',0.075
'[05:05:18.680 01/05/2000]',0.078
'[05:05:18.683 01/05/2000]',0.080
'[05:05:18.687 01/05/2000]',0.082
'[05:05:18.690 01/05/2000]',0.084
'[05:05:18.693 01/05/2000]',0.086
'[05:05:18.697 01/05/2000]',0.086
'[05:05:18.700 01/05/2000]',0.085
'[05:05:18.703 01/05/2000]',0.082
'[05:05:18.707 01/05/2000]',0.077
'[05:05:18.710 01/05/2000]',0.071
'[05:05:18.713 01/05/2000]',0.066
'[05:05:18.717 01/05/2000]',0.060
'[05:05:18.720 01/05/2000]',0.053
'[05:05:18.723 01/05/2000]',0.045
'[05:05:18.727 01/05/2000]',0.035
'[05:05:18.730 01/05/2000]',0.025
'[05:05:18.733 01/05/2000]',0.015
'[05:05:18.737 01/05/2000]',0.007
'[05:05:18.740 01/05/2000]',-0.001
'[05:05:18.743 01/05/2000]',-0.008
'[05:05:18.747 01/05/2000]',-0.014
'[05:05:18.750 01/05/2000]',-0.017
'[05:05:18.753 01/05/2000]',-0.019
'[05:05:18.757 01/05/2000]',-0.020
'[05:05:18.760 01/05/2000]',-0.021
'[05:05:18.763 01/05/2000]',-0.022
'[05:05:18.767 01/05/2000]',-0.023
'[05:05:18.770 01/05/2000]',-0.024
'[05:05:18.773 01/05/2000]',-0.025
'[05:05:18.777 01/05/2000]',-0.027
'[05:05:18.780 01/05/2000]',-0.028
'[05:05:18.783 01/05/2000]',-0.029
'[05:05:18.787 01/05/2000]',-0.030
'[05:05:18.790 01/05/2000]',-0.032
'[05:05:18.793 01/05/2000]',-0.036
'[05:05:18.797 01/05/2000]',-0.037
'[05:05:18.800 01/05/2000]',-0.036
'[05:05:18.803 01/05/2000]',-0.034
'[05:05:18.807 01/05/2000]',-0.033
'[05:05:18.810 01/05/2000]',-0.031
'[05:05:18.813 01/05/2000]',-0.031
'[05:05:18.817 01/05/2000]',-0.031
'[05:05:18.820 01/05/2000]',-0.032
'[05:05:18.823 01/05/2000]',-0.035
'[05:05:18.827 01/05/2000]',-0.037
'[05:05:18.830 01/05/2000]',-0.040
'[05:05:18.833 01/05/2000]',-0.042
'[05:05:18.837 01/05/2000]',-0.047
'[05:05:18.840 01/05/2000]',-0.050
'[05:05:18.843 01/05/2000]',-0.049
'[05:05:18.847 01/05/2000]',-0.044
'[05:05:18.850 01/05/2000]',-0.040
'[05:05:18.853 01/05/2000]',-0.036
'[05:05:18.857 01/05/2000]',-0.031
'[05:05:18.860 01/05/2000]',-0.021
'[05:05:18.863 01/05/2000]',-0.011
'[05:05:18.867 01/05/2000]',-0.004
'[05:05:18.870 01/05/2000]',0.000
'[05:05:18.873 01/05/2000]',0.006
'[05:05:18.877 01/05/2000]',0.011
'[05:05:18.880 01/05/2000]',0.015
'[05:05:18.883 01/05/2000]',0.016
'[05:05:18.887 01/05/2000]',0.015
'[05:05:18.890 01/05/2000]',0.011
'[05:05:18.893 01/05/2000]',0.006
'[05:05:18.897 01/05/2000]',0.002
'[05:05:18.900 01/05/2000]',-0.001
'[05:05:18.903 01/05/2000]',-0.004
'[05:05:18.907 01/05/2000]',-0.008
'[05:05:18.910 01/05/2000]',-0.012
'[05:05:18.913 01/05/2000]',-0.016
'[05:05:18.917 01/05/2000]',-0.019
'[05:05:18.920 01/05/2000]',-0.022
'[05:05:18.923 01/05/2000]',-0.023
'[05:05:18.927 01/05/2000]',-0.023
'[05:05:18.930 01/05/2000]',-0.023
'[05:05:18.933 01/05/2000]',-0.022
'[05:05:18.937 01/05/2000]',-0.021
'[05:05:18.940 01/05/2000]',-0.018
'[05:05:18.943 01/05/2000]',-0.016
'[05:05:18.947 01/05/2000]',-0.013
'[05:05:18.950 01/05/2000]',-0.011
'[05:05:18.953 01/05/2000]',-0.010
'[05:05:18.957 01/05/2000]',-0.009
'[05:05:18.960 01/05/2000]',-0.008
'[05:05:18.963 01/05/2000]',-0.006
'[05:05:18.967 01/05/2000]',-0.004
'[05:05:18.970 01/05/2000]',-0.001
'[05:05:18.973 01/05/2000]',0.000
'[05:05:18.977 01/05/2000]',0.003
'[05:05:18.980 01/05/2000]',0.006
'[05:05:18.983 01/05/2000]',0.008
'[05:05:18.987 01/05/2000]',0.009
'[05:05:18.990 01/05/2000]',0.010
'[05:05:18.993 01/05/2000]',0.009
'[05:05:18.997 01/05/2000]',0.009
'[05:05:19.000 01/05/2000]',0.008
'[05:05:19.003 01/05/2000]',0.007
'[05:05:19.007 01/05/2000]',0.006
'[05:05:19.010 01/05/2000]',0.004
'[05:05:19.013 01/05/2000]',0.002
'[05:05:19.017 01/05/2000]',0.000
'[05:05:19.020 01/05/2000]',0.000
'[05:05:19.023 01/05/2000]',-0.001
'[05:05:19.027 01/05/2000]',-0.001
'[05:05:19.030 01/05/2000]',-0.001
'[05:05:19.033 01/05/2000]',-0.004
'[05:05:19.037 01/05/2000]',-0.007
'[05:05:19.040 01/05/2000]',-0.010
'[05:05:19.043 01/05/2000]',-0.010
'[05:05:19.047 01/05/2000]',-0.006
'[05:05:19.050 01/05/2000]',0.000
'[05:05:19.053 01/05/2000]',0.006
'[05:05:19.057 01/05/2000]',0.011
'[05:05:19.060 01/05/2000]',0.015
'[05:05:19.063 01/05/2000]',0.020
'[05:05:19.067 01/05/2000]',0.025
'[05:05:19.070 01/05/2000]',0.029
'[05:05:19.073 01/05/2000]',0.032
'[05:05:19.077 01/05/2000]',0.035
'[05:05:19.080 01/05/2000]',0.038
'[05:05:19.083 01/05/2000]',0.040
'[05:05:19.087 01/05/2000]',0.043
'[05:05:19.090 01/05/2000]',0.046
'[05:05:19.093 01/05/2000]',0.049
'[05:05:19.097 01/05/2000]',0.052
'[05:05:19.100 01/05/2000]',0.054
'[05:05:19.103 01/05/2000]',0.056
'[05:05:19.107 01/05/2000]',0.058
'[05:05:19.110 01/05/2000]',0.060
'[05:05:19.113 01/05/2000]',0.062
'[05:05:19.117 01/05/2000]',0.064
'[05:05:19.120 01/05/2000]',0.066
'[05:05:19.123 01/05/2000]',0.068
'[05:05:19.127 01/05/2000]',0.070
'[05:05:19.130 01/05/2000]',0.071
'[05:05:19.133 01/05/2000]',0.070
'[05:05:19.137 01/05/2000]',0.067
'[05:05:19.140 01/05/2000]',0.062
'[05:05:19.143 01/05/2000]',0.057
